year,sport,gender,,recognition_type,athlete name,school,selector,class,position,story
2021,softball,girls,,second_team_all_state,Julia Weglarz,Appoquinimink,Coaches association,jr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,second_team_all_state,Samantha Sobocinski,Newark Charter,Coaches association,jr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,second_team_all_state,Taylor Lipkins,Smyrna,Coaches association,sr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,second_team_all_state,McKenna Boyle,Sussex Central,Coaches association,jr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,second_team_all_state,Laniya Lewis,Sussex Tech,Coaches association,so.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,second_team_all_state,Megan Sterling,Sussex Tech,Coaches association,sr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Jessica Walter,Caravel,Coaches association,sr.,Pitcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Lilli Showacre,Delmarva Christian,Coaches association,so.,Pitcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Kylie Hill,Laurel,Coaches association,fr.,Pitcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Olivia Stubblebine,Newark Charter,Coaches association,jr.,Pitcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Madeline Olivas,Appoquinimink,Coaches association,sr.,Catcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Marisa Edevance,Delaware Military Academy,Coaches association,so.,Catcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Brooke Holdsworth,Caravel,Coaches association,so.,First base,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Jessica Reed,Lake Forest,Coaches association,sr.,Shortstop,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Meghan Shirey,Smyrna,Coaches association,so.,Third base,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Haley Grygo,Caravel,Coaches association,fr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Gabriella Campbell,Delaware Military Academy,Coaches association,fr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,third_team_all_state,Sarah Moore,Padua,Coaches association,sr.,Outfield,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,player_of_the_year,Graceyn Frost,Delaware Military Academy,Coaches association,sr.,Pitcher,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2021,softball,girls,,coach_of_the_year,John Wells,Sussex Central,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2021/06/11/dmas-graceyn-frost-player-year-leads-all-state-softball-team/7579862002/
2019,softball,girls,,first_team_all_state,Delani Sheehan,DMA,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Kaila Quick,Dover,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Julia Thuer,Smyrna,Coaches association,jr.,1B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Madison Bauerle,Appoquinimink,Coaches association,so.,2B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Sara Miller,Smyrna,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Samantha Freeland,DMA,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Mikayla Walsh,Caravel,Coaches association,fr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Morgan Petty,Milford,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Abigail Mace,Smyrna,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Kourtney McNatt,Appoquinimink,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Alexis Dowdy,Dover,Coaches association,fr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Payton Dixon,Smyrna,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Taylor Wroten,Sussex Tech,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Cameron Peters,Charter of Wilmington,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Katelyn Evick,Sussex Central,Coaches association,fr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Graceyn Frost,DMA,Coaches association,so.,1B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Nicole Elliott,DMA,Coaches association,jr.,2B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Madison Lemon,Delmar,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Tayler Vitola,Appoquinimink,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Taylor Gillis,Charter of Wilmington,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,first_team_all_state,Olyvia Smith,Smyrna,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Savannah Sheats,Caravel,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Teagan Bradley,Mount Pleasant,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Katie Burawski,Polytech,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Samantha Carbonara,St. Georges,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Mallory Weir,Appoquinimink,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Courtney Kohel,Milford,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Autumn Gentry,Appoquinimink,Coaches association,jr.,1B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Corrin Farris,Sussex Tech,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Courtney Paolantonio,Red Lion Christian,Coaches association,jr.,2B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Natalie Paoli,Caravel,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Grace Aguilar,Lake Forest,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Alexis Moore,Smyrna,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Courtney Brobst,Caravel,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,second_team_all_state,Alicia Bruce,Appoquinimink,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Jada Evans,Seaford,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Madelyn Pritchard,William Penn,Coaches association,fr.,P,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Brooke Conaty,DMA,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Ashlyn Stonebraker,Delmarva Christian,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Zoe Wilcox,Smyrna,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Carlin Quinn,Cape Henlopen,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Ashley Steiner,Charter of Wilmington,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Madeline Olivas,Appoquinimink,Coaches association,so.,3B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Clare Henry,DMA,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Mya Jones,Sussex Central,Coaches association,fr.,3B,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Ryleigh Elliott,Cape Henlopen,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Bella Hagen,Newark Charter,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Kathryn Twardowski,Padua,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Lia Moore,St. Georges,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,third_team_all_state,Jakayla Sample,Sussex Tech,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,player_of_the_year,Samantha Freeland,DMA,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,coach_of_the_year,Missy Pullan,William Penn,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2019,softball,girls,,sportsmanship_team_of_the_year,Delmarva Christian,Delmarva Christian,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2019/05/31/delaware-military-academy-samantha-freeland-player-year-leads-all-state-softball-team/1301388001/
2018,softball,girls,,first_team_all_state,Jessica Anderson,Smyrna,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Mallory Weir,Appoquinimink,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Brooke Miller,Appoquinimink,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Natalie Paoli,Caravel,Coaches association,jr.,2B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Brooke Glanden,Lake Forest,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Tayler Vitola,Appoquinimink,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Julia Bomhardt,Indian River,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Kaelyn Press,Smyrna,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Jakayla Sample,Sussex Tech,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Delani Sheehan,DMA,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Bella Hagen,Newark Charter,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Zoey Jones,Padua,Coaches association,so.,1B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Nicole Marcon,Caravel,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Autumn Boothe,Delmar,Coaches association,fr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Annie Penrod,Archmere,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Katie Dunlap,Dover,Coaches association,sr.,UT,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Caitlin Pontak,Newark Charter,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Taylor Evick,Sussex Central,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Katie Twardowski,Padua,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Clare Henry,DMA,Coaches association,so.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,first_team_all_state,Gracelyn Frost,Conrad,Coaches association,fr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Olivia Farris,DMA,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Courtney Paolantonio,Red Lion Christian,Coaches association,so.,C,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Kaisey Reed,Sussex Central,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Darby Brennan,Milford,Coaches association,sr.,2B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Teagan Bradley,Mount Pleasant,Coaches association,fr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Ashley Steiner,Charter of Wilmington,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Katie Burawski,Polytech,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Brooklynne Johnson,Hodgson,Coaches association,sr.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Savannah Sheats,Caravel,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Kayla Wilson,Smyrna,Coaches association,so.,2B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Kourtney McNatt,Appoquinimink,Coaches association,so.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Taylor Wroten,Sussex Tech,Coaches association,jr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Caitlin Baxter,Padua,Coaches association,jr.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,second_team_all_state,Morgan Burton,Sussex Central,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Morgan Petty,Milford,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Courtney Kohel,Milford,Coaches association,jr.,C,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Katie Stahre,Lake Forest,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Taylor Gillis,Charter of Wilmington,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Indira Purnell,William Penn,Coaches association,sr.,UT,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Alex Musial,Padua,Coaches association,jr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Madison Drummond,Smyrna,Coaches association,sr.,C,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Alexis Novotny,DMA,Coaches association,sr.,1B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Alicia Bruce,Appoquinimink,Coaches association,so.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Ali Clemons,Middletown,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Alexis Moore,Smyrna,Coaches association,so.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Andrea Johnson,Appoquinimink,Coaches association,sr.,3B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Nikki Elliott,DMA,Coaches association,so.,2B,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Kandice Schlabach,Delmarva Christian,Coaches association,fr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Paige Lynch,Delmar,Coaches association,jr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Gracie Fetterman,Delmarva Christian,Coaches association,fr.,SS,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Val Clark,McKean,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,honorable_mention_all_state,Gabby Frabizzio,Padua,Coaches association,sr.,OF,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,player_of_the_year,Jessica Anderson,Smyrna,Coaches association,sr.,P,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
2018,softball,girls,,coach_of_the_year,Gerald Jester,Dover,Coaches association,,,https://www.delawareonline.com/story/sports/high-school/2018/05/31/jessica-anderson-smyrna-named-delaware-softball-player-year/661143002/
